explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
attention,npi,logit,baseline,original,[34.47293    7.8926573  7.80896  ],0.5,Even Becca
attention,npi,logit,baseline,original,[30.469849   5.9143653  2.993332   5.7234507  7.9069533],0.3333333333333333,Even these cashiers would
attention,npi,logit,baseline,original,[38.278847  8.630159],0.5,Even Martha
attention,npi,logit,baseline,original,[33.450924   7.5770283  8.806281 ],0.5,Even many committees
attention,npi,logit,baseline,original,[32.783497   4.76326    5.2271223  8.325997 ],0.5,Even Deanna had
attention,npi,logit,baseline,original,[31.730625   5.905016   6.4496975  7.2112365],0.5,Even a jacket should
attention,npi,logit,baseline,original,[31.48819    3.5614836  3.3465593  5.414883   8.089432 ],0.5,Even a lot of schools
attention,npi,logit,baseline,original,[38.035053  8.254005],0.5,Even literature
attention,npi,logit,baseline,original,[38.45739   8.058879],0.5,Even Bruce
attention,npi,logit,baseline,original,[39.0547     7.5892262],0.5,Even Ann
attention,npi,logit,baseline,original,[38.35083    8.5299015],0.5,Even Walter
attention,npi,logit,baseline,original,[31.033749   6.511341   7.390197   7.5019875],0.5,Even the carriages
attention,npi,logit,baseline,original,[38.068153  8.466127],0.5,Even Diane
attention,npi,logit,baseline,original,[38.266243  8.132393],0.5,Even Judy
attention,npi,logit,baseline,original,[38.3449     8.3788185],0.5,Even Julie
attention,npi,logit,baseline,original,[35.09316    8.758932   6.3591127],0.5,Even Marla
attention,npi,logit,baseline,original,[33.415028  8.25377   8.212137],0.3333333333333333,Even those legislatures
attention,npi,logit,baseline,original,[38.568172   7.9670553],0.5,Even Alan
attention,npi,logit,baseline,original,[33.514984   7.8886385  8.323549 ],0.5,Even Laurie had
attention,npi,logit,baseline,original,[38.37583   8.294655],0.5,Even Aaron
attention,npi,logit,baseline,original,[33.708794  7.759085  8.431125],0.5,Even many shirts
attention,npi,logit,baseline,original,[34.443897   7.6553655  7.4858212],0.3333333333333333,Even a screen
attention,npi,logit,baseline,original,[38.217724  8.825832],0.5,Even Connie
attention,npi,logit,baseline,original,[30.997711  5.956538  7.238293  7.226952],0.3333333333333333,Even some cats could
attention,npi,logit,baseline,original,[33.351868  7.575464  8.625168],0.5,Even a scarf
attention,npi,logit,baseline,original,[29.628155   2.7860918  3.0901067  3.0478475  7.525461   6.8956943],0.3333333333333333,Even a lot of women have
attention,npi,logit,baseline,original,[29.84424    6.9489837  7.55962    7.767258 ],0.5,Even every library had
attention,npi,logit,baseline,original,[34.55134    7.8360977  7.3912334],0.3333333333333333,Even Andrew should
attention,npi,logit,baseline,original,[33.089783  8.594644  8.572967],0.3333333333333333,Even these bikes
attention,npi,logit,baseline,original,[32.50693   8.472526  8.549612],0.5,Even those teenagers
attention,npi,logit,baseline,original,[33.39477   8.004248  8.233677],0.5,Even Kathleen had
attention,npi,logit,baseline,original,[32.891773  9.079191  7.831167],0.3333333333333333,Even this woman
attention,npi,logit,baseline,original,[38.120552  8.756578],0.5,Even Ruth
attention,npi,logit,baseline,original,[37.763367  8.750292],0.5,Even senators
attention,npi,logit,baseline,original,[33.524868   8.046927   7.5651336],0.3333333333333333,Even Eva has
attention,npi,logit,baseline,original,[33.0394    8.036658  8.903225],0.5,Even these committees
attention,npi,logit,baseline,original,[33.660843   7.3933144  8.259689 ],0.5,Even all planes
attention,npi,logit,baseline,original,[33.498573  8.437532  8.623831],0.5,Even this pork
attention,npi,logit,baseline,original,[33.950413  8.223968  7.38899 ],0.3333333333333333,Even Paul has
attention,npi,logit,baseline,original,[33.695652 10.622581  5.755606],0.5,Even Jacqueline
attention,npi,logit,baseline,original,[31.386604   5.8666196  7.405332   6.8804874],0.3333333333333333,Even a pedestrian did
attention,npi,logit,baseline,original,[34.553738  7.275253  7.302199],0.5,Even Erin should
attention,npi,logit,baseline,original,[32.57583   8.491632  8.988267],0.5,Even those pedestrians
attention,npi,logit,baseline,original,[30.773417  6.263544  8.361641  7.212885],0.3333333333333333,Even the doors had
attention,npi,logit,baseline,original,[33.643044  7.49256   8.840069],0.5,Even some hospitals
attention,npi,logit,baseline,original,[32.859066   5.3649454  4.4687204  8.520505 ],0.3333333333333333,Even Monet had
attention,npi,logit,baseline,original,[33.32525    4.8966427  5.0813375  7.927235 ],0.5,Even Rhonda can
attention,npi,logit,baseline,original,[33.073486   8.693348   7.8003798],0.3333333333333333,Even these children
attention,npi,logit,baseline,original,[33.426212   5.2005544  4.376374   8.039577 ],0.3333333333333333,Even Monet should
attention,npi,logit,baseline,original,[33.52722    8.6053     7.5924535],0.3333333333333333,Even Adam has
attention,npi,logit,baseline,original,[33.547783   7.6039267  7.889048 ],0.5,Even the companies
attention,npi,logit,baseline,original,[32.825634  8.108736  8.837779],0.5,Even the bicycles
attention,npi,logit,baseline,original,[34.098526   7.4093647  7.9501266],0.5,Even Edward will
attention,npi,logit,baseline,original,[30.219889   5.515306   2.8944988  6.401863   7.610424 ],0.5,Even these newspaper articles will
attention,npi,logit,baseline,original,[33.81025   8.233751  7.330286],0.3333333333333333,Even Donald has
attention,npi,logit,baseline,original,[33.285385   5.373602   5.4493084  7.5612884],0.5,Even Deanna does
attention,npi,logit,baseline,original,[34.570614   7.529224   7.4612684],0.3333333333333333,Even Carrie might
attention,npi,logit,baseline,original,[33.549274  9.722601  6.648674],0.5,Even skateboards
attention,npi,logit,baseline,original,[32.903023   7.9523954  8.514032 ],0.5,Even the teenagers
attention,npi,logit,baseline,original,[38.569546  8.464666],0.5,Even Ellen
attention,npi,logit,baseline,original,[31.243593   6.0425444  6.8523483  7.5440793],0.5,Even most newspaper articles
attention,npi,logit,baseline,original,[38.276794  8.018095],0.5,Even Katherine
attention,npi,logit,baseline,original,[30.428677   5.881571   2.708374   6.202054   7.4240856],0.5,Even some icicles could
attention,npi,logit,baseline,original,[37.83341   9.184352],0.5,Even Amelia
attention,npi,logit,baseline,original,[29.497444   6.079193   2.9917088  6.0681343  7.964342 ],0.3333333333333333,Even some scarves had
attention,npi,logit,baseline,original,[33.349415  8.252627  8.343501],0.5,Even the library
attention,npi,logit,baseline,original,[34.483856   7.5734143  7.669177 ],0.5,Even Melanie can
attention,npi,logit,baseline,original,[37.44812   9.391806],0.5,Even dancers
attention,npi,logit,baseline,original,[32.382065   6.345456   6.340936   7.9300838],0.3333333333333333,Even that blouse
attention,npi,logit,baseline,original,[29.384472   6.2919564  8.471704   7.713446 ],0.3333333333333333,Even many tomatoes had
attention,npi,logit,baseline,original,[33.533325  7.801649  8.128473],0.5,Even all women
attention,npi,logit,baseline,original,[31.347977   6.6129274  6.7972608  7.2282662],0.5,Even some adult did
attention,npi,logit,baseline,original,[33.605164   7.4339767  8.650754 ],0.5,Even many senators
attention,npi,logit,baseline,original,[33.823093  8.194183  7.086732],0.3333333333333333,Even Noah should
attention,npi,logit,baseline,original,[33.42248    7.7120514  8.68992  ],0.5,Even some teachers
attention,npi,logit,baseline,original,[34.042305   7.688965   7.7665563],0.5,Even Denise has
attention,npi,logit,baseline,original,[33.497856   7.9717636  7.633711 ],0.3333333333333333,Even the children
attention,npi,logit,baseline,original,[37.447533  8.821253],0.5,Even bikes
attention,npi,logit,baseline,original,[31.118269   6.037197   7.100459   6.9656115],0.3333333333333333,Even a truck has
attention,npi,logit,baseline,original,[33.044056  8.296011  8.607543],0.5,Even those patients
attention,npi,logit,baseline,original,[33.866817   7.966286   7.7094884],0.3333333333333333,Even all men
attention,npi,logit,baseline,original,[38.049072  8.716657],0.5,Even Tara
attention,npi,logit,baseline,original,[34.77339    7.4487505  7.365818 ],0.3333333333333333,Even Leslie could
attention,npi,logit,baseline,original,[31.208097   6.1246247  7.9295363  6.859645 ],0.3333333333333333,Even that ice cream
attention,npi,logit,baseline,original,[33.008125  8.02455   8.703871],0.5,Even the lamps
attention,npi,logit,baseline,original,[30.574293   7.1069965  8.148655   6.763865 ],0.25,Even all rabbits do
attention,npi,logit,baseline,original,[37.846104  8.785722],0.5,Even Noah
attention,npi,logit,baseline,original,[33.79139    7.98704    7.7232146],0.3333333333333333,Even the guys
attention,npi,logit,baseline,original,[30.436195   5.8662863  3.0133245  6.544887   7.9761353],0.5,Even most waitresses would
attention,npi,logit,baseline,original,[33.609863  8.268949  8.024194],0.3333333333333333,Even a doctor
attention,npi,logit,baseline,original,[38.731228   7.8735476],0.5,Even Bill
attention,npi,logit,baseline,original,[38.140232  8.420105],0.5,Even ice
attention,npi,logit,baseline,original,[34.394787   8.0582695  7.708746 ],0.5,Even Lissa
attention,npi,logit,baseline,original,[38.14609   8.682495],0.5,Even Sheila
attention,npi,logit,baseline,original,[38.271492  8.502346],0.5,Even Nicole
attention,npi,logit,baseline,original,[33.479965  10.151757   6.5479646],0.3333333333333333,Even reports do
attention,npi,logit,baseline,original,[33.814842  8.305852  7.793646],0.3333333333333333,Even Guy has
attention,npi,logit,baseline,original,[33.94583    7.8882113  7.714646 ],0.3333333333333333,Even the government
attention,npi,logit,baseline,original,[34.300537  8.255121  7.40561 ],0.3333333333333333,Even Christine did
attention,npi,logit,baseline,original,[33.833416   7.9782476  7.8701463],0.3333333333333333,Even some associations
attention,npi,logit,baseline,original,[34.088432   7.7794795  7.9741745],0.5,Even Nancy will
attention,npi,logit,baseline,original,[34.578445   7.381771   7.3171964],0.3333333333333333,Even Danielle could
attention,npi,logit,baseline,original,[29.67523    6.2953386  3.1356542  6.0630107  7.8220577],0.3333333333333333,Even these cashiers had
attention,npi,logit,baseline,original,[38.44799   8.516445],0.5,Even Carrie
attention,npi,logit,baseline,original,[31.125944   5.8807898  7.2194138  7.464623 ],0.5,Even the screen will
attention,npi,logit,baseline,original,[29.835472   3.2863884  3.3793228  3.2642548  7.3764277  7.2782807],0.3333333333333333,Even a lot of lights could
attention,npi,logit,baseline,original,[33.028976  8.453473  8.647873],0.5,Even those guests
attention,npi,logit,baseline,original,[38.29801   8.154785],0.5,Even Sarah
attention,npi,logit,baseline,original,[30.855864   6.6190124  6.94663    7.5473595],0.5,Even that customer had
attention,npi,logit,baseline,original,[30.394108  5.711477  8.797315  6.963714],0.3333333333333333,Even a glacier has
attention,npi,logit,baseline,original,[31.542828   3.9524667  4.402564   5.2243524  6.8689685],0.5,Even a lot of people
attention,npi,logit,baseline,original,[29.84424    6.9489837  7.55962    7.767258 ],0.5,Even every library had
attention,npi,logit,baseline,original,[38.4757    8.227381],0.5,Even Roger
attention,npi,logit,baseline,original,[38.3449     8.3788185],0.5,Even Julie
attention,npi,logit,baseline,original,[31.401419   6.7871585  7.716065   6.590246 ],0.25,Even the ice cream
attention,npi,logit,baseline,original,[33.269016  7.785498  8.719528],0.5,Even all socks
attention,npi,logit,baseline,original,[32.928524  8.178057  9.505256],0.5,Even the Clintons
attention,npi,logit,baseline,original,[33.135815  8.592675  8.527672],0.3333333333333333,Even every actress
attention,npi,logit,baseline,original,[30.17718    6.567133   3.1476572  7.5632153  6.922004 ],0.3333333333333333,Even the Impressionists
attention,npi,logit,baseline,original,[30.02757    6.1649394  7.897861   7.507325 ],0.3333333333333333,Even these pedestrians had
attention,npi,logit,baseline,original,[38.44799   8.516445],0.5,Even Carrie
attention,npi,logit,baseline,original,[32.294395   5.709235   6.4794016  8.015318 ],0.5,Even a vase
attention,npi,logit,baseline,original,[30.24302    7.026328   2.3675253  6.6094446  7.336212 ],0.3333333333333333,Even this unicycle might
attention,npi,logit,baseline,original,[33.581284   4.9029903  4.9524775  7.765835 ],0.5,Even Candice does
attention,npi,logit,baseline,original,[33.64163   8.355315  7.918198],0.3333333333333333,Even some guys
attention,npi,logit,baseline,original,[33.07464   8.878874  8.294722],0.3333333333333333,Even these shoes
attention,npi,logit,baseline,original,[37.740417  8.851718],0.5,Even drivers
attention,npi,logit,baseline,original,[33.613754  8.795731  6.858667],0.3333333333333333,Even those people
attention,npi,logit,baseline,original,[33.415497  8.362897  7.353684],0.3333333333333333,Even schools could
attention,npi,logit,baseline,original,[38.498993  8.263719],0.5,Even Dennis
attention,npi,logit,baseline,original,[33.643925   8.25606    7.7622128],0.3333333333333333,Even Elaine has
attention,npi,logit,baseline,original,[30.290247   6.028937   7.4759617  7.612671 ],0.5,Even some customers had
attention,npi,logit,baseline,original,[33.36984   8.339162  8.130819],0.3333333333333333,Even Holly had
attention,npi,logit,baseline,original,[30.998735   3.4815414  3.4817939  5.139324   8.482877 ],0.5,Even a lot of teenagers
attention,npi,logit,baseline,original,[34.15242    7.871909   7.6642466],0.3333333333333333,Even Martin has
attention,npi,logit,baseline,original,[29.033115   3.2483957  2.9757385  3.3163812  7.8743668  7.291564 ],0.3333333333333333,Even a lot of windows had
attention,npi,logit,baseline,original,[33.07563   8.419749  8.012587],0.3333333333333333,Even Sonia had
attention,npi,logit,baseline,original,[38.220135  8.531735],0.5,Even Sara
attention,npi,logit,baseline,original,[38.537113  7.987286],0.5,Even Michael
attention,npi,logit,baseline,original,[30.854263   6.831124   4.4933076  5.114998   6.7802   ],0.3333333333333333,Even most shawls
attention,npi,logit,baseline,original,[30.569418   6.974637   8.213079   7.2066727],0.5,Even the Lutherans
attention,npi,logit,baseline,original,[38.555584  8.268752],0.5,Even Rose
attention,npi,logit,baseline,original,[34.81071   7.143631  8.448224],0.5,Even some sock
attention,npi,logit,baseline,original,[38.223667  8.622695],0.5,Even Naomi
attention,npi,logit,baseline,original,[38.448795   7.2837706],0.5,Even April
attention,npi,logit,baseline,original,[37.346848  8.576451],0.5,Even teenagers
attention,npi,logit,baseline,original,[38.44285    7.6069345],0.5,Even James
attention,npi,logit,baseline,original,[34.363148  8.088419  7.481222],0.3333333333333333,Even Alan might
